No Document,title,Description,Mati,Sakit,Keparahan
10,LaNyalla Dukung Pemprov Sulbar Sediakan Ambulans Kebidanan untuk Bumil,"\-

Ketua DPD RI AA LaNyalla Mahmud Mattalitti mendukung Pemerintah Provinsi
Sulawesi Barat (Sulbar) melakukan inovasi layanan kesehatan untuk masyarakat.
Utamanya kepada para ibu hamil (Bumil).

""Kita akan memberikan dukungan untuk setiap peningkatan pelayanan pemerintah.
Oleh karena itu, saya menyambut positif langkah Provinsi Sulawesi Barat dalam
memberikan pelayanan prima dalam bentuk optimalisasi pelayanan kesehatan
terhadap ibu hamil,"" kata LaNyalla dalam keterangan tertulis, Selasa
(4/1/2022).

Usai melakukan kunjungan kerja di Mamuju, Sulawesi Barat, LaNyalla merinci
optimalisasi yang telah dilakukan Pemprov Sulbar. Yakni menyiagakan 2 unit
ambulans kebidanan COVID-19 berbasis commercial vehicle. Dikatakannya,
Ambulans tersebut akan melayani masyarakat di Kabupaten Polewali Mandar,
Mamasa, dan Majene serta Kabupaten Mamuju, Mamuju Tengah, dan Pasangkayu.

""Dengan ambulans kebidanan berbasis commercial vehicle, pelayanan prima tetap
akan diberikan meski rumah sakit dalam kondisi tidak siap memberikan pelayanan
akibat berbagai kendala atau kasus insidentil,"" ujarnya.

LaNyalla menjelaskan pelayanan ambulans merupakan program prioritas Gubernur
Sulbar. Tujuannya untuk bisa memfasilitasi pasien yang dalam keadaan genting
dan tidak bisa dilayani di rumah sakit.

""Kita harus memberikan apresiasi terhadap langkah Gubernur Sulbar yang
memberikan inovasi dalam hal bentuk pelayanan kepada rakyat dan untuk
memudahkan para petugas dalam menjalankan profesinya,"" katanya.

Senator asal Jawa Timur itu berharap fasilitas ini dapat dimanfaatkan sebaik-
baiknya sehingga Sulbar dapat mewujudkan ibu dan bayi sehat dan selamat.

 ",0,1,rendah
11,"Wabah Campak Landa Manila, 2 Juta Anak yang Belum Divaksin Terancam","\- Pemerintah Filipina menyatakan wabah virus campak sedang melanda Ibu Kota
Manila.

Sedikitnya 861 kasus terduga campak telah dilaporkan sejak 2 Februari lalu,
sebut Departemen Kesehatan Filipina.

Sebanyak 50 orang, sebagian besar anak-anak, menurut para pejabat, diyakini
meninggal dunia akibat campak.

Para pejabat juga menyebutkan, lebih dari dua juta anak-anak yang belum
divaksinasi terancam terpapar virus tersebut.

   Dengue fever mewabah: Pencegahan dengan jaga kebersihan dan tanam serai 
   Berantas demam berdarah sukses di Australia, Yogyakarta target selanjutnya
   Filipina stop vaksinasi demam berdarah lantaran beresiko bagi kesehatan, bagaimana di Indonesia?

Menteri Kesehatan, Francisco Duque, mengatakan kepada media setempat bahwa
bronchopneumonia yang disebabkan komplikasi campak dapat mematikan. Karenanya,
dia mengimbau para orang tua untuk membawa anak mereka divaksinasi.

""Orang tua seharusnya tidak menunggu komplikasi terjadi karena bisa jadi akan
terlambat,"" ujarnya.

Masyarakat di Filipina ditengarai enggan membawa anak mereka untuk diimunisasi
di pusat kesehatan pemerintah setelah komplikasi yang timbul akibat vaksin
demam berdarah dengue, Dengvaxia.

Campak adalah penyakit yang sangat menular melalui batuk dan bersin, menyebar
dengan mudah lewat udara.

Gejala awal campak biasanya demam, batuk, pilek, dan mata merah. Ruam merah
tampak pada wajah dan tubuh beberapa hari kemudian.

  
  

 ",1,861,parah
12,"Sebaran Lengkap 308 Positif Corona 14 Mei, DKI Sumbang 114 Kasus","\-

Pemerintah melaporkan 308 kasus baru Corona selama 24 jam terakhir. Provinsi
DKI Jakarta melaporkan tambahan kasus terbanyak.

Data sebaran COVID-19 ini dipublikasikan Humas BNPB, Sabtu (14/5/2022). Data
tersebut diperbarui setiap hari per pukul 12.00 WIB.

DKI Jakarta menyumbang 114 kasus dari total tambahan kasus harian sebanyak 308
kasus. Penambahan kasus terbanyak kedua diikuti oleh Provinsi Jawa Barat
sebanyak 39 kasus.

Dengan adanya penambahan 308 kasus positif hari, total kasus Corona di
Indonesia sebanyak 6.050.519. Sebanyak 4.825 adalah kasus aktif.

Selain itu, pemerintah melaporkan kasus sembuh dari Corona sebanyak 416.
Dengan demikian, total pasien Corona yang sembuh di Indonesia sebanyak
5.889.241.

Sebanyak 5 pasien Corona juga dilaporkan meninggal dunia hari ini, sehingga
total kematian akibat COVID-19 di Indonesia hingga hari ini menjadi 4.825.

Berikut ini data sebaran kasus baru Corona hari ini:

1\. Aceh: 0  
2\. Sumatera Utara: 7  
3\. Sumatera Barat: 1  
4\. Riau: 0  
5\. Jambi: 1  
6\. Sumatera Selatan: 6  
7\. Bengkulu: 1  
8\. Lampung: 4  
9\. Bangka Belitung: 1  
10\. Kepulauan Riau: 0  
11\. DKI Jakarta: 141  
12\. Jawa Barat: 39  
13\. Jawa Tengah: 24  
14\. DI Yogyakarta: 7  
15\. Jawa Timur: 33  
16\. Banten: 23  
17\. Bali: 22  
18\. Nusa Tenggara Barat: 0  
19\. Nusa Tenggara Timur: 1  
20\. Kalimantan Barat: 3  
21\. Kalimantan Tengah: 2  
22\. Kalimantan Selatan: 0  
23\. Kalimantan Timur: 2  
24\. Kalimantan Utara: 1  
25\. Sulawesi Utara: 0  
26\. Sulawesi Tengah: 1  
27\. Sulawesi Selatan: 2  
28\. Sulawesi Tenggara: 3  
29\. Gorontalo: 0  
30\. Sulawesi Barat: 0  
31\. Maluku: 1  
32\. Maluku Utara: 0  
33\. Papua: 3  
34\. Papua Barat: 6

Berikut ini sebaran kasus sembuh Corona hari ini:

1\. Aceh: 0  
2\. Sumatera Utara: 3  
3\. Sumatera Barat: 0  
4\. Riau: 1  
5\. Jambi:0  
6\. Sumatera Selatan: 0  
7\. Bengkulu: 0  
8\. Lampung: 1  
9\. Bangka Belitung: 0  
10\. Kepulauan Riau: 4  
11\. DKI Jakarta: 89  
12\. Jawa Barat: 18  
13\. Jawa Tengah: 116  
14\. DI Yogyakarta: 7  
15\. Jawa Timur: 26  
16\. Banten: 118  
17\. Bali: 20  
18\. Nusa Tenggara Barat: 0  
19\. Nusa Tenggara Timur: 2  
20\. Kalimantan Barat: 1  
21\. Kalimantan Tengah: 3  
22\. Kalimantan Selatan: 1  
23\. Kalimantan Timur: 1  
24\. Kalimantan Utara: 0  
25\. Sulawesi Utara: 0  
26\. Sulawesi Tengah: 0  
27\. Sulawesi Selatan: 0  
28\. Sulawesi Tenggara: 0  
29\. Gorontalo: 0  
30\. Sulawesi Barat: 1  
31\. Maluku: 0  
32\. Maluku Utara: 1  
33\. Papua: 0  
34\. Papua Barat: 3

 ",5,308,parah
13,"Kasus Pertama Omicron di Makassar Nakes, Diumumkan Saat Sudah Sembuh","\-

Seorang tenaga kesehatan (nakes) di Kota Makassar, Sulawesi Selatan (Sulsel),
dinyatakan terpapar COVID-19 varian Omicron. Namun kabar positif Omicron itu
baru diumumkan saat pasien sudah selesai menjalani isolasi mandiri (isoman)
dan dinyatakan sembuh dari COVID.

""Hasil (positif Omicron baru) keluar tanggal 11 Februari (saat pasien sudah
sembuh),"" ungkap Pelaksana tugas (Plt) Kepala Bidang Pencegahan dan
Pengendalian Penyakit Dinkes Makassar Adi Novrisa kepada kepada , Selasa
(15/2/2022).

Nakes terpapar Omicron awalnya dinyatakan terkonfirmasi positif COVID pada 26
Januari 2022. Sampel dari nakes selanjutnya dikirim ke Litbangkes Jakarta pada
29 Januari 2022 karena dicurigai terpapar varian Omicron.

""Pasien di- _swab_ dengan keluhan batuk disertai sesak. Hasil pemeriksaan
keluar dengan hasil terkonfirmasi COVID-19,"" ungkap Adi Novrisa.

Sembari menunggu hasil pemeriksaan di Litbangkes pusat, nakes tersebut
menjalani isolasi mandiri (isoman) selama 13 hari. Nakes tersebut dinyatakan
selesai isoman pada 10 Februari 2022 dan dinyatakan sembuh.

""(Selanjutnya) pasien mendapatkan terapi dari puskesmas. Kondisi pasien
membaik masih kadang-kadang batuk, tetapi tidak sesak,"" sambung Adi.

Saat nakes tersebut sudah dinyatakan sembuh, barulah pihak Dinkes Makassar
menerima hasil pemeriksaan Litbangkes di Jakarta. Pemeriksaan tersebut
mengumumkan nakes dimaksud terpapar varian Omicron.

Kendati dinyatakan terpapar Omicron, Dinkes Makassar mengklaim nakes tersebut
tidak perlu lagi menjalani isoman lanjutan. Dia menegaskan pengumuman pihak
Libangkes Jakarta lah yang terlambat.

""Sudah dilakukan _swab_ tanggal 6 (Februari 2022) dan dinyatakan negatif.
Namun, bila sampai 10 hari (telah menjalani isoman), maka tidak diperlukan
_swab_ kontrol (tes COVID-19) berdasarkan surat edaran Kemenkes,"" kata Adi.

 ",0,1,rendah
14,Pilu Bocah Purwakarta Sakit Tumor di Pipi hingga Tak Bisa Berjalan,"\-

Aditya Alfareza (4) Warga Desa Cibodas, Kecamatan Sukatani, Kabupaten
Purwakarta terus menangis kesakitan karena benjolan di pipinya kian membesar.
Ia kesulitan untuk makan-minum karena kondisi benjolannya menarik sebagian
mulut, hidung hingga mata.

Anak pertama dari dua bersaudara pasutri Ali (32) dan Herni Nurzanah (25)
divonis oleh tim medis alami tumor di pipi bagian kanannya, setelah sebelumnya
hanya gigi bengkak.

Menurut Ali Orang tuanya, kondisi seperti ini mulai terjadi pada tiga bulan
lalu. Diduga dipicu karena korban tertusuk makanan di bagian gigi hingga
bengkak.

""Awal mulanya karena dia tertusuk makanan, dari makanan sosis yang kering itu,
setelah itu dia alami kesakitan pada gigi terus di bawa ke puskesmas dan di
vonis oleh dokter puskesmas dia cuma gigi bengkak tapi lama kelamaan setelah
beberapa bulan kemudian bengkaknya tambah membesar dan keluarga pun
berinisiatif membawa ke Bayu Asih, Bayu Asih ada beberapa kali pengobatan
terus sekarang di rujuk ke Hasan Sadikin dan di vonis juga sama dokter bedah
mulut dia terkena tumor"", ujar Ali di rumahnya, Jumat (26/06/2020).

Penyakit yang terus memburuk, kini menjalar ke dua kakinya, ia kini tidak bisa
berjalan atau hanya sekedar menggerakkan kaki. Aktivitasnya pun hanya
mengandalkan bantuan dari orang tuanya.

Sejumlah upaya terus dilakukan pihak keluarga, mulai dari membawanya ke
puskesmas dan rumah sakit, namun kendala yang dihadapi adalah tidak adanya
biaya untuk pengobatan dan untuk operasional.

""Awalnya sehat, ya kendalanya untuk saat ini mungkin untuk akses gratis untuk
saat ini belum datang, masih dalam proses BPJS nya, materi juga di sini
mungkin tidak menutup kemungkinan bisa di bilang keluarga tidak mampu, ya
membutuhkan dana biaya untuk operasional dan juga yang namanya di rumah sakit
kan pasti perlu biaya"", ungkap Kamaludin

Kini bocah malang masih tergolek di rumahnya sembari menunggu waktu untuk di
rujuk ke rumah sakit di Bandung.

Pihak Keluarga berharap pemerintah dan para dermawan dapat membantu pengobatan
agar segera ditangani agar cepat sembuh dan beraktivitas normal.

 ",0,1,rendah
15,Senangnya Warga Parepare Ikut Vaksin Pulang Dapat Minyak Goreng,"\-

Dinas Lingkungan Hidup (DLH) Parepare punya cara unik untuk mengajak warga
vaksinasi. Usai vaksin, warga bisa bawa pulang hadiah minyak goreng.

""Ini masih momentum hari ulang tahun Kota Parepare ke 62. Pelaksanaan
vaksinasi ini dikhususkan bagi masyarakat Parepare sehingga diharapkan melalui
vaksinasi ini tercipta kekebalan kelompok yang akhirnya dapat memutus mata
rantai penyebaran Covid-19,"" ungkap Kepala Dinas Lingkungan Hidup (DLH) Kota
Parepare, Budi Rusdi, Rabu (23/2/2022)

Bagi masyarakat yang ingin divaksinasi dosis satu maupun dosis dua diajak
berwisata gratis di Kebun Raya Jompie. Usai divaksin, mereka pulangnya diberi
hadiah minyak goreng. Cara ini jitu di tengah fenomena kelangkaan minyak
goreng saat ini.

  

Vaksinasi berhadiah minyak goreng ini berlangsung tiga hari, mulai Selasa
hingga Kamis, 22-24 Februari 2022 di Kebun Raya Jompie. Budi menjelaskan agar
masyarakat yang datang vaksin merasa nyaman menikmati suasana kebun alami.

""Biar mereka bisa merasa rileks sesaat dan setelah divaksin, "" jelasnya.

Sekretaris DLH Parepare, Julius Upa mengungkapkan, pada hari pertama vaksin
sudah diberikan kepada 34 masyarakat baik vaksin dosis satu maupun dosis
kedua.

Kegiatan vaksinasi dilakukan bekerjasama dengan Dinas Kesehatan melalui
Puskesmas Lauleng dan Pemerintah Kecamatan Soreang. ""Kita kerja sama dengan
Tim Vaksinator Puskesmas Lauleng untuk penyuntikan vaksin,"" tandas Julius.

Pemkot Parepare terus memassifkan pelaksanaan vaksinasi di berbagai titik
dengan target capaian hingga 100%.

Saat ini vaksin dosis pertama 86,57 persen, sementara untuk dosis kedua sudah
mencapai 63,19%.

  
  
  
[Gambas:Video 20detik]  

 ",0,0,rendah
16,"Teror Anjing Gila di Wajo, 2 Warga Dilarikan ke Rumah Sakit Usai Digigit","\-

Dua warga di Kabupaten Wajo, Sulawesi Selatan (Sulsel) digigit anjing gila.
Kedua korban pun dilarikan ke rumah sakit untuk mendapat suntikan vaksin
rabies, sementara anjing gila tersebut masih berkeliaran.

""Ada seekor anjing gila berkeliaran dan melukai dua warga sekitar,"" kata Lurah
Maddukelleng Sabran saat dikonfirmasi, Kamis (28/4/2022).

Kejadian itu terjadi di Jalan Wolter Monginsidi, Maddukelleng, Kecamatan
Tempe, Kabupaten Wajo, Minggu (24/4). Dua korban yang menjadi korban gigitan
anjing gila sudah mendapat perawatan medis di rumah sakit.

  

""Kedua korban sudah disuntik anti rabies. Ke depannya warga harus tetap
waspada, serta menjaga anak-anak agar tidak keluar rumah dan menutup pintu
rumah karena anjing gila tersebut masih berkeliaran,"" tambahnya.

Salah seorang korban anjing gila, Andi Gafur menjelaskan, anjing itu masuk ke
salah satu rumah makan. Setelah itu tiba-tiba menggigit seorang karyawan lalu
kabur.

""Pada saat yang sama saya bersama anakku keluar dari rumah makan itu juga,
sehingga berpapasan, dan anjing tersebut hendak menyerang anakku namun saya
halangi sehingga anjing langsung menerkam dada saya,"" ucapnya.

Tak berhenti begitu saja, anjing gila itu terus menyerang korbannya secara
terus menerus. Di sisi lain Gafur terus melakukan perlawanan untuk melindungi
anaknya.

""Saya mendorong anjing tersebut hingga jatuh, namun anjing gila itu kembali
loncat hendak menerkam, lalu dengan sigap menangkisnya dengan tangan kanan
sehingga kembali digigit di bagian tangan,"" bebernya.

Sementara petugas Anti Rabies RSUD Lamaddukelleng Dahlia mengakui sudah
memberikan pengobatan kepada korban yang telah menjadi korban gigitan anjing
gila.

""Namun, apabila digigit anjing gila agar segera merawat luka dengan cara
mencuci dengan air sabun sebagai pertolongan pertama, setelah itu segera bawa
ke puskesmas untuk ditindak lanjut oleh dokter,"" sebutnya.

  
  
  
[Gambas:Video 20detik]  

 ",0,2,rendah
17,Kadiskes Sebut Hepatitis Akut Belum Ditemukan di Bali,"\-

Kasus hepatitis akut misterius kini tengah menjadi perhatian dunia. Penyakit
hepatitis. Di Indonesia sendiri telah ada laporan tiga orang anak yang
terserang penyakit tersebut hingga meninggal dunia.

Kepala Dinas Kesehatan Provinsi Bali, I Nyoman Gede Anom pada Jumat (6/5/2022)
mengatakan hingga kini belum menemukan laporan adanya kasus hepatitis akut
tersebut di Bali.

""Saya sudah koordinasi dengan teman-teman kepala dinas kesehatan di kabupaten
kota dan puskesmas-puskesmas untuk terus memantau agar kita tidak kecolongan
nantinya,"" sebutnya.

  

Pihaknya pun berupaya mengedukasi masyarakat mengenai gejala hepatitis akut.

Target edukasinya pun menyasar orangtua yang memiliki anak-anak usia dibawah
16 tahun.

""Kemungkinan ini virus baru dan menyasar anak usia satu bulan hingga 16 tahun.
Kalau kasus di luar negeri kisarannya yang terinfeksi adalah anak usia 11
bulan sampai 5 tahun,"" kata I Nyoman Gede Anom.

Mengingat penyebaran penyakit ini melalui pencernaan dan saluran pernapasan,
pihaknya pun menghimbau masyarakat untuk menjaga dan tetap berperilaku hidup
bersih dan sehat.

""Pola hidup bersih dan sehat sangatlah penting. Jadi, intinya saat ini
bersama-sama kita menjaga imun anak agar terhindar dari penyebab hepatitis
akut yang hingga kini belum diketahui penyebabnya,"" sebutnya.

Virus ini, kata I Nyoman Gede Anom, berkaitan dengan imun tubuh. Jika imun
orang tua atau anak-anak rendah maka kesempatan virus untuk menyebar akan jadi
lebih cepat.

""Kita tetap waspada karena ini penyakit baru dan intinya jangan sampai
masyarakat kita resah. Kami di dinas kesehatan dari provinsi sampai
kabupaten/kota tetap akan memantau terus-menerus,"" ungkapnya.

Pihaknya pun menghimbau masyarakat jika merasakan atau menemukan seseorang
dengan gejala yang mengarah kepada hepatitis akut untuk segera menuju ke
fasilitas kesehatan terdekat untuk mengantisipasi dan mengobati sedini
mungkin.

Dokter Spesialis Penyakit Dalam RSUP Sanglah, Gde Somayana menjelaskan gejala
penyakit hepatitis diantaranya badan akan lemas, mual, sakit perut, tidak ada
nafsu makan dan demam selama satu sampai dua minggu. Meskipun setelah minggu
tersebut pasien akan merasa lebih baik tapi kemudian matanya kuning.

""Itu adalah pola khas bagi pasien hepatitis akut apapun penyebabnya. Tetapi
ada juga gejala yang tidak khas. Mereka mengalami mual, tidak nafsu makan tapi
matanya tidak kuning. Pada anak-anak jarang matanya akan kuning dibandingkan
dengan orang dewasa,"" ucapnya.

  
  
  
[Gambas:Video 20detik]  

 ",3,1,rendah
18,2 Napi di Kalbar Positif AIDS dan TBC,"\- Dua orang narapidana (Napi) di Rutan Putussiabu, Kapuas Hulu, Kalbar
terinfeksi HIV/AIDS dan TBC. 2 Napi tersebut kini menjadi perhatian khusus
pihak rutan dan tim medis.  
  
""Kedua napi diketahui terinfeksi setelah dilakukan tes darah di lingkungan
Rutan Putussibau oleh dokter setempat,"" kata Karutan Putussibau, Mulyoko, yang
dilansir dari Antara, Rabu (27/2/2019).  
  
Dijelaskan Mulyoko, kedua napi tersebut terlibat dalam kasus narkoba. Keduanya
juga sudah ditahan beberapa bulan. Menurut Mulyoko, kondisi kesehatan keduanya
mulai menurun sehingga dilakukan penanganan khusus oleh tenaga kesehatan.  
  

  
  
Saat ini, kata dia, napi yang terinfeksi HIV/AIDS itu diberikan ruangan
khusus. Pihaknya juga sudah melakukan antisipasi untuk penularan penyakit,
bukan hanya HIV-AIDS, namun penyakit menular lainnya seperti TBC.  
  
""Jika HIV-AIDS bisa menular melalui hubungan intim dan jarum suntik, nah untuk
TBC itu susah karena bisa menular bisa lewat bekas makanan,"" kata Mulyoko.  
  
Pihaknya juga terus bekerja sama dengan tenaga kesehatan untuk melakukan
pengecekan secara rutin ke para penghuni.  
  
""Hingga saat ini jumlah penghuni rutan sebanyak 156 orang, itu rutin di cek
kesehatannya,"" ucap Mulyoko.  
  

 ",0,2,rendah
19,"Kasus Zika di Singapura Meningkat, Menkes Terbitkan Travel Advisory","\- Kasus penyakit Zika yang muncul di Singapura disikapi serius oleh
pemerintah Indonesia. Kementerian kesehatan menerbitkan travel advisory atau
imbauan untuk tidak dulu berpergian ke Singapura.  
  
""Kita keluarkan travel advisory. Tadi pagi kita komunikasi dengan Kemlu karena
harus ada advise dari Kemlu, sudah koordinasi sebenarnya. Tapi tadi pagi
karena ada penambahan (kasus) di Singapura, kita koordinasi lagi,"" ucap Menkes
Nila Moeloek di sela rapat di komisi IX Gedung DPR, Jakarta, Rabu (31/8/2016).  
  
Menkes mengatakan dengan adanya travel advisory maka warga Indonesia sebaiknya
tidak mengunjungi Singapura kecuali mendesak, terutama bagi ibu hamil. Karena
virus zika yang disebarkan lewat nyamuk itu bisa membuat anak yang lahir
mengalami microcephaly (ukuran kepala bayi lebih kecil).  
  

""Saya imbau memang karena ada travel advisory, yang mau bepergian memikirkan
(lebih dulu). Kalau kepentingannya sangat penting apa boleh buat, tapi kalau
hanya sekedar bisa ditunda, kenapa nggak tunda,"" saran Nila.  
  
""Yang ditakuti dari virus zika ini adalah kemungkinan korelasinya ibu hamil
anaknya terjadi microcephaly, itu mungkin ibu hamil juga kiranya
mempertimbangkan hal tersebut,"" imbuhnya.  
  
Sementara untuk mencegah masuknya virus zika ke Indonesia, sudah diterapkan
thermal scanner di beberapa bandara dan pelabuhan untuk mengukur suhu tubuh
manusia, lantaran penderita zika bisa terdeteksi lewat scanner. Meski tetap
saja perlu uji lab.  
  
""Sebagian dari kasus zika tidak menunjukkan gejala tapi labnya positif,"" kata
menkes.  
  
Sementara itu, Menteri Luar Negeri Retno Marsudi di tempat terpisah gedung
DPR, menyebut kewenangan menerbitkan travel advisory ada di Kemenkes. Retno
membenarkan sudah ada koordinasi antar kementerian.  
  
""Saya koordinasi dengan menkes dan menkum HAM, intinya alertness kita
tingkatkan dan entry point ditingkatkan alertnessnya,"" ucap Retno.  
  
Sebelumnya ada peningkatan kasus zika di Singapura, yaitu total ada 82 kasus.
Pihak Kemenkes sudah berkoordinasi dengan pihak Singapura dan KBRI, tidak ada
WNI di Singapura yang terjangkit zika.

 ",0,1,rendah
