tingakt,parent,similarity
5,faimalaga,"[('modrić', 0.7608368396759033), ('millfy', 0.7353947758674622), ('krajnc', 0.7151479721069336), ('banja', 0.6997748613357544), ('ubli', 0.6710301637649536), ('gregorc', 0.6616413593292236), ('telito', 0.6462894082069397), ('filoimea', 0.6442969441413879), ('šulić', 0.6387228965759277), ('mialgia', 0.6155004501342773)]"
5,gibken,"[('goukai', 0.6966757774353027), ('ikenami', 0.6958928108215332), ('millfy', 0.695772111415863), ('pesci', 0.6936300992965698), ('daikessen', 0.6929636597633362), ('odagiri', 0.6845897436141968), ('shibaki', 0.6827183961868286), ('rokkasen', 0.6826340556144714), ('suetsugu', 0.6785886287689209), ('pantoliano', 0.6772311925888062)]"
5,ubli,"[('modrić', 0.8155362606048584), ('banja', 0.7865633368492126), ('šulić', 0.737174391746521), ('millfy', 0.684028148651123), ('faimalaga', 0.6710301637649536), ('borac', 0.664154052734375), ('krajnc', 0.6519534587860107), ('gregorc', 0.6461037993431091), ('premuda', 0.6133822202682495), ('drvenik', 0.6116372346878052)]"
5,megurine,"[('gregorc', 0.666704535484314), ('millfy', 0.6253253221511841), ('banja', 0.5891232490539551), ('modrić', 0.5836809277534485), ('raco', 0.5137926340103149), ('lukanya', 0.49472591280937195), ('chuppi', 0.48397162556648254), ('kagamine', 0.48091164231300354), ('šulić', 0.4581925570964813), ('luka', 0.447471022605896)]"
5,lebam,"[('konjungtivitis', 0.7190804481506348), ('melotot', 0.6759620308876038), ('keningnya', 0.6731157898902893), ('bengkak', 0.6442199945449829), ('sipit', 0.643402636051178), ('memar', 0.6398624777793884), ('kening', 0.6388381719589233), ('konjungtiva', 0.6385115385055542), ('juling', 0.6351862549781799), ('sklera', 0.6335402727127075)]"
5,dahi,"[('pipi', 0.8468871116638184), ('leher', 0.8061428070068359), ('dahinya', 0.8025722503662109), ('dagu', 0.8004025816917419), ('pundak', 0.8000218868255615), ('pinggang', 0.7878831624984741), ('lehernya', 0.7855257391929626), ('dadanya', 0.7780904769897461), ('pinggul', 0.7758944034576416), ('tengkuk', 0.774122953414917)]"
5,pipi,"[('dahi', 0.8468870520591736), ('hidung', 0.8024914860725403), ('dagu', 0.7879888415336609), ('leher', 0.7747756242752075), ('pantat', 0.770359992980957), ('telinganya', 0.7634726762771606), ('tengkuk', 0.7578441500663757), ('pinggul', 0.7532240152359009), ('lehernya', 0.7508721947669983), ('hidungnya', 0.7483140826225281)]"
5,dahinya,"[('dahi', 0.8025723099708557), ('lehernya', 0.7615318894386292), ('dadanya', 0.7562221884727478), ('punggungnya', 0.7383389472961426), ('kepalanya', 0.72148597240448), ('telinganya', 0.7172151803970337), ('pipi', 0.7129960060119629), ('bahunya', 0.7113431096076965), ('pundak', 0.7044390439987183), ('hidungnya', 0.7004128694534302)]"
5,lehernya,"[('dadanya', 0.8757489919662476), ('lengannya', 0.858182430267334), ('kepalanya', 0.8565474152565002), ('punggungnya', 0.8464189767837524), ('leher', 0.8146377801895142), ('telinganya', 0.7960000038146973), ('pinggangnya', 0.7872387170791626), ('bahunya', 0.7862794399261475), ('ekornya', 0.7862251996994019), ('dahi', 0.7855258584022522)]"
5,pipinya,"[('hidungnya', 0.7432193756103516), ('telinganya', 0.7183253169059753), ('pipi', 0.6916714906692505), ('memipih', 0.6782119870185852), ('lehernya', 0.6774654984474182), ('bersisik', 0.6746577620506287), ('berdaging', 0.6744862794876099), ('berkerut', 0.6720958352088928), ('mukanya', 0.6681321859359741), ('wajahnya', 0.6665364503860474)]"
5,bibirnya,"[('telinganya', 0.7225004434585571), ('pipi', 0.7080541849136353), ('mukanya', 0.6996890306472778), ('wajahnya', 0.6993764638900757), ('hidungnya', 0.6841272115707397), ('lehernya', 0.6767661571502686), ('matanya', 0.6732039451599121), ('dadanya', 0.6711239814758301), ('pipinya', 0.6661689281463623), ('mulutnya', 0.6472375988960266)]"
5,membalut,"[('memar', 0.6802573800086975), ('sekujur', 0.66655033826828), ('melilit', 0.6650105118751526), ('robek', 0.6460724472999573), ('keningnya', 0.627602756023407), ('menjilati', 0.6248108148574829), ('perban', 0.6239374279975891), ('menancap', 0.6183031797409058), ('pegal', 0.6156440377235413), ('membungkus', 0.6152033805847168)]"
5,dadanya,"[('lehernya', 0.8757491707801819), ('punggungnya', 0.8468170762062073), ('kepalanya', 0.8169054388999939), ('lengannya', 0.8125566244125366), ('perutnya', 0.7988046407699585), ('dahi', 0.7780904769897461), ('bahunya', 0.7765937447547913), ('hidungnya', 0.7727915644645691), ('leher', 0.7660138010978699), ('mulutnya', 0.7623168230056763)]"
5,melepuh,"[('lecet', 0.7629008889198303), ('mengelupas', 0.7451122999191284), ('menghitam', 0.7038779258728027), ('bengkak', 0.6937735676765442), ('terkelupas', 0.6903900504112244), ('robek', 0.6859054565429688), ('memar', 0.6845734715461731), ('bernanah', 0.6833463311195374), ('gatal', 0.6751188635826111), ('berkerut', 0.6744997501373291)]"
5,kolik,"[('bronkitis', 0.8138421773910522), ('artritis', 0.8022997379302979), ('vaskulitis', 0.7946265935897827), ('hipotensi', 0.7935632467269897), ('kongenital', 0.7914900183677673), ('faringitis', 0.7908989787101746), ('idiopatik', 0.7887798547744751), ('tirotoksikosis', 0.7866586446762085), ('kolitis', 0.7835659384727478), ('miokard', 0.7827329039573669)]"
5,borac,"[('brijeg', 0.8708866834640503), ('željezničar', 0.8640984892845154), ('široki', 0.8612737059593201), ('shakhter', 0.83021479845047), ('rudar', 0.8273682594299316), ('karagandy', 0.8194568157196045), ('zrinjski', 0.8193613290786743), ('pljevlja', 0.8188878893852234), ('skënderbeu', 0.8111755847930908), ('qarabağ', 0.8039074540138245)]"
5,gangrene,"[('banja', 0.5993892550468445), ('krajnc', 0.5878745913505554), ('modrić', 0.5632728338241577), ('ubli', 0.5528852939605713), ('faimalaga', 0.5308724045753479), ('millfy', 0.5252678394317627), ('legionnaires', 0.5058879852294922), ('buruli', 0.49138158559799194), ('hemorrhagia', 0.4880320131778717), ('gregorc', 0.48415103554725647)]"
5,kedinginan,"[('kesakitan', 0.7619540095329285), ('lemas', 0.7570825815200806), ('berkeringat', 0.7276641130447388), ('kelelahan', 0.7147071361541748), ('lapar', 0.6975125670433044), ('letih', 0.6919142603874207), ('mengantuk', 0.6876472234725952), ('pusing', 0.6870084404945374), ('kepanasan', 0.681964635848999), ('gatal', 0.664903998374939)]"
5,lemas,"[('kesakitan', 0.7596865296363831), ('kedinginan', 0.7570827007293701), ('berkeringat', 0.7111085653305054), ('pusing', 0.6963150501251221), ('muntah', 0.6716505289077759), ('tercekik', 0.6654030680656433), ('letih', 0.6645973324775696), ('lapar', 0.6628082394599915), ('lesu', 0.658780038356781), ('gemetar', 0.6553871631622314)]"
5,pusing,"[('mual', 0.7934216856956482), ('muntah', 0.7792379260063171), ('mengantuk', 0.762175440788269), ('berkeringat', 0.7517153024673462), ('kesakitan', 0.7330498695373535), ('letih', 0.7280980348587036), ('gatal', 0.7245615124702454), ('lesu', 0.7150375247001648), ('gemetar', 0.7073115110397339), ('insomnia', 0.7071382999420166)]"
5,gemetar,"[('menjerit', 0.7359846234321594), ('berkeringat', 0.7331576943397522), ('kesakitan', 0.7279300689697266), ('berteriak', 0.7129188179969788), ('pusing', 0.7073115110397339), ('mencium', 0.7045289278030396), ('mengantuk', 0.7003023624420166), ('gelisah', 0.6854423880577087), ('menangis', 0.6809455752372742), ('menampar', 0.6707395911216736)]"
5,berkeringat,"[('muntah', 0.8147830963134766), ('gatal', 0.7931118011474609), ('mual', 0.7522302865982056), ('pusing', 0.751715362071991), ('bengkak', 0.7454372644424438), ('mengantuk', 0.7332607507705688), ('gemetar', 0.7331576347351074), ('batuk', 0.7278401851654053), ('kedinginan', 0.727664053440094), ('keringat', 0.7238909602165222)]"
5,lelah,"[('letih', 0.7564510703086853), ('kelelahan', 0.6661468744277954), ('pusing', 0.6640115976333618), ('bosan', 0.6619505286216736), ('gelisah', 0.6517974734306335), ('kesepian', 0.6466516256332397), ('mengantuk', 0.6434309482574463), ('frustasi', 0.6361984610557556), ('lapar', 0.6287385821342468), ('penat', 0.6130037307739258)]"
5,mengantuk,"[('pusing', 0.7621755003929138), ('letih', 0.7589045763015747), ('berkeringat', 0.7332607507705688), ('lapar', 0.7127646803855896), ('gemetar', 0.7003023028373718), ('gelisah', 0.6980462074279785), ('kesakitan', 0.6955686211585999), ('muntah', 0.6935581564903259), ('kedinginan', 0.6876471638679504), ('gugup', 0.6793214082717896)]"
5,pulih,"[('sembuh', 0.7813271880149841), ('membaik', 0.7016607522964478), ('dioperasi', 0.6820963621139526), ('mereda', 0.6433010101318359), ('memburuk', 0.638017475605011), ('lenyap', 0.6297557950019836), ('menyembuhkannya', 0.6148223876953125), ('teratasi', 0.6074891090393066), ('melemah', 0.6038208603858948), ('kambuh', 0.6021223664283752)]"
5,kambuh,"[('terserang', 0.7520892024040222), ('penyakitnya', 0.7472532391548157), ('sembuh', 0.7354270219802856), ('tertular', 0.725533127784729), ('diobati', 0.704217255115509), ('disembuhkan', 0.7024523615837097), ('muntah', 0.7011279463768005), ('dioperasi', 0.6979124546051025), ('mengidap', 0.6976708173751831), ('disentri', 0.693986713886261)]"
5,disembuhkan,"[('diobati', 0.8605366945266724), ('dicegah', 0.7508149743080139), ('tertular', 0.7492232918739319), ('dioperasi', 0.7459186911582947), ('sembuh', 0.7339097261428833), ('menyembuhkannya', 0.7064061760902405), ('diredakan', 0.7043401598930359), ('kambuh', 0.7024522423744202), ('ditanggulangi', 0.7009426951408386), ('ditolerir', 0.6974863409996033)]"
5,dioperasi,"[('diobati', 0.747115969657898), ('disembuhkan', 0.7459187507629395), ('diamputasi', 0.7285268306732178), ('menyembuhkannya', 0.7284172177314758), ('dirawat', 0.7176340818405151), ('sembuh', 0.7172541618347168), ('kambuh', 0.6979124546051025), ('pulih', 0.6820963025093079), ('dibedah', 0.6806619763374329), ('disuntik', 0.6699482202529907)]"
5,menyembuhkannya,"[('dioperasi', 0.7284172177314758), ('menyembuhkan', 0.7279412150382996), ('mencelakai', 0.7153231501579285), ('disembuhkan', 0.70640629529953), ('mengambilnya', 0.7061437964439392), ('menolongnya', 0.7007719874382019), ('sembuh', 0.6960311532020569), ('merawatnya', 0.689994752407074), ('melindunginya', 0.6883718371391296), ('membebaskannya', 0.6854436993598938)]"
5,tertular,"[('terjangkit', 0.8431530594825745), ('terserang', 0.8147715926170349), ('mengidap', 0.7971006035804749), ('terinfeksi', 0.7611725926399231), ('disembuhkan', 0.7492234110832214), ('menjangkiti', 0.7420370578765869), ('didiagnosis', 0.7398683428764343), ('disuntik', 0.727428138256073), ('kambuh', 0.725533127784729), ('diobati', 0.7245081067085266)]"
5,diobati,"[('disembuhkan', 0.8605368137359619), ('disuntik', 0.7801133990287781), ('dioperasi', 0.7471159100532532), ('dicegah', 0.7275550961494446), ('didiagnosis', 0.7270649671554565), ('tertular', 0.7245081663131714), ('diresepkan', 0.7231965065002441), ('kambuh', 0.7042171955108643), ('terserang', 0.6992748975753784), ('tertelan', 0.6973647475242615)]"
5,diderita,"[('dialami', 0.7698864340782166), ('terserang', 0.7494038939476013), ('menderita', 0.7492150664329529), ('diidap', 0.726708710193634), ('ditimbulkan', 0.717086136341095), ('dialaminya', 0.7038055658340454), ('terjangkit', 0.6966484189033508), ('disembuhkan', 0.6959147453308105), ('dideritanya', 0.6929801106452942), ('terinfeksi', 0.689626157283783)]"
5,mengidap,"[('terserang', 0.8343527317047119), ('terjangkit', 0.8319989442825317), ('tertular', 0.7971007227897644), ('didiagnosa', 0.7803424000740051), ('leukemia', 0.7718101143836975), ('didiagnosis', 0.765000581741333), ('menderita', 0.7462062239646912), ('tuberkulosis', 0.7349441647529602), ('pengidap', 0.7296353578567505), ('dideritanya', 0.7240879535675049)]"
5,terserang,"[('terjangkit', 0.8699344992637634), ('mengidap', 0.8343527317047119), ('tertular', 0.8147715926170349), ('disentri', 0.7670170664787292), ('kambuh', 0.752089262008667), ('diderita', 0.7494038939476013), ('didiagnosa', 0.728891909122467), ('menderita', 0.7277538180351257), ('terinfeksi', 0.7194547057151794), ('didiagnosis', 0.7173764705657959)]"
5,dideritanya,"[('mengidap', 0.7240879535675049), ('diderita', 0.6929800510406494), ('menderita', 0.6921712756156921), ('terserang', 0.6773244142532349), ('dialaminya', 0.6717919111251831), ('diidapnya', 0.6679100394248962), ('terjangkit', 0.6288692951202393), ('kambuh', 0.62347412109375), ('penyakitnya', 0.6152116060256958), ('deritanya', 0.6066835522651672)]"
5,terjangkit,"[('terserang', 0.8699345588684082), ('tertular', 0.843153178691864), ('mengidap', 0.8319990038871765), ('disentri', 0.7831016182899475), ('menjangkiti', 0.7798464894294739), ('kolera', 0.7776183485984802), ('campak', 0.7734073400497437), ('variola', 0.7731808423995972), ('tuberkulosis', 0.7642225027084351), ('difteri', 0.7429918050765991)]"
5,didera,"[('dirundung', 0.7183541655540466), ('menderita', 0.6679044365882874), ('dilanda', 0.6678729057312012), ('ditimpa', 0.6675330400466919), ('menimpanya', 0.6405702233314514), ('mereda', 0.6291796565055847), ('mendera', 0.6228246688842773), ('membayangi', 0.6172410249710083), ('menimpa', 0.5971920490264893), ('diderita', 0.5966075658798218)]"
5,mengalami,"[('terjadi', 0.7355619072914124), ('menderita', 0.6656507849693298), ('mengakibatkan', 0.6589299440383911), ('mengalamai', 0.654349684715271), ('menimbulkan', 0.630040168762207), ('dialami', 0.6293154358863831), ('dilanda', 0.5860732197761536), ('dialaminya', 0.5655457377433777), ('menimpa', 0.5626317858695984), ('berakibat', 0.5608617663383484)]"
5,dialaminya,"[('dialami', 0.767941951751709), ('menimpanya', 0.7181223034858704), ('dihadapinya', 0.708013117313385), ('diderita', 0.7038055658340454), ('dideritanya', 0.6717919707298279), ('dirundung', 0.6502382755279541), ('menderita', 0.6479756236076355), ('menimpa', 0.6451148390769958), ('dirasakannya', 0.6333171129226685), ('berkepanjangan', 0.6134953498840332)]"
5,tuberkulosis,"[('pneumonia', 0.863464891910553), ('leukemia', 0.862586259841919), ('sifilis', 0.8385187387466431), ('meningitis', 0.8339744210243225), ('epilepsi', 0.8066458106040955), ('disentri', 0.8056192994117737), ('alzheimer', 0.8043249845504761), ('komplikasi', 0.8041930794715881), ('malaria', 0.8037351369857788), ('limfoma', 0.8009114861488342)]"
5,mengelabui,"[('menipu', 0.7988095283508301), ('mengecoh', 0.7795292139053345), ('menjebak', 0.7626351118087769), ('menghalau', 0.741378903388977), ('menakuti', 0.7401939630508423), ('melumpuhkan', 0.7337893843650818), ('meringkus', 0.7293163537979126), ('mengakali', 0.7249596118927002), ('menangkapnya', 0.7248343825340271), ('mencelakai', 0.7205050587654114)]"
5,melecehkan,"[('menghina', 0.7806301712989807), ('memfitnah', 0.7286584377288818), ('mempermalukan', 0.7168961763381958), ('menyiksa', 0.6936897039413452), ('menganiaya', 0.6792809367179871), ('mengkhianati', 0.6527875065803528), ('menuduh', 0.6516551375389099), ('meremehkan', 0.6439134478569031), ('mengejek', 0.6431876420974731), ('menyakiti', 0.6398622989654541)]"
5,menyogok,"[('menyuap', 0.7014846205711365), ('meringkus', 0.6830716133117676), ('menginterogasi', 0.6726983785629272), ('mengelabui', 0.6647388339042664), ('menghabisi', 0.6450247764587402), ('menangkapi', 0.6364438533782959), ('menangkapnya', 0.6342546939849854), ('menyandera', 0.629725992679596), ('menahannya', 0.6264522075653076), ('mengintimidasi', 0.6259793639183044)]"
5,mengkhianati,"[('berkhianat', 0.7957329750061035), ('mempermalukan', 0.7903290390968323), ('memenjarakan', 0.7626633644104004), ('menganiaya', 0.7340074181556702), ('membunuh', 0.7217329740524292), ('memfitnah', 0.7212256193161011), ('mengampuni', 0.7174909710884094), ('bersekongkol', 0.7113980650901794), ('mengkhianatinya', 0.7108855843544006), ('mencelakakan', 0.7086049318313599)]"
5,merusak,"[('mengganggu', 0.7528305649757385), ('membahayakan', 0.7248959541320801), ('menghancurkan', 0.6945260167121887), ('mengacaukan', 0.6797472834587097), ('merusakkan', 0.6741818785667419), ('menghalangi', 0.6662328243255615), ('mengancam', 0.6463311314582825), ('memperbaiki', 0.6351725459098816), ('melemahkan', 0.6321879029273987), ('menghilangkan', 0.6282724738121033)]"
5,menculik,"[('memperkosa', 0.8217517137527466), ('membunuh', 0.7916058897972107), ('menghabisi', 0.755138635635376), ('menculiknya', 0.7506870627403259), ('menjebak', 0.7494222521781921), ('merayu', 0.7441269159317017), ('membunuhnya', 0.7430829405784607), ('memperkosanya', 0.7240244746208191), ('menipu', 0.7174657583236694), ('menyandera', 0.7149304747581482)]"
5,menghabisi,"[('menjebak', 0.7947573661804199), ('menyergap', 0.7883388996124268), ('melenyapkan', 0.7869207859039307), ('melumpuhkan', 0.7813902497291565), ('membunuh', 0.7791422009468079), ('menangkapnya', 0.7778672575950623), ('menghadang', 0.7748152017593384), ('menakuti', 0.7706381678581238), ('memusnahkan', 0.7694013714790344), ('menghalau', 0.7690263390541077)]"
5,menangkap,"[('menangkapnya', 0.749053418636322), ('membunuh', 0.7477144598960876), ('menjebak', 0.7420849204063416), ('melumpuhkan', 0.7323299646377563), ('memburu', 0.7313727140426636), ('menghabisi', 0.717727780342102), ('menyergap', 0.7166574597358704), ('menghalau', 0.7086533308029175), ('meringkus', 0.6993453502655029), ('mengelabui', 0.6937557458877563)]"
5,menghukum,"[('mengeksekusi', 0.7553190588951111), ('membunuh', 0.7451236844062805), ('memenjarakan', 0.7421011924743652), ('dihukum', 0.7334902882575989), ('mengampuni', 0.7096051573753357), ('menghukumnya', 0.7095403671264648), ('bersekongkol', 0.7035362720489502), ('mengkhianati', 0.6954141855239868), ('menghasut', 0.6945154666900635), ('menganiaya', 0.6809374690055847)]"
5,menipu,"[('mengelabui', 0.7988095283508301), ('menyiksa', 0.7534475326538086), ('menjebak', 0.7503226399421692), ('menakuti', 0.7449043989181519), ('menangkapnya', 0.7410842776298523), ('membunuh', 0.7381448745727539), ('menyakiti', 0.7359103560447693), ('mencelakai', 0.7291598320007324), ('memfitnah', 0.7290277481079102), ('menghipnotis', 0.7210335731506348)]"
5,memenjarakan,"[('memenjarakannya', 0.7824685573577881), ('mengkhianati', 0.7626634836196899), ('menghukum', 0.7421011924743652), ('membunuh', 0.7372880578041077), ('mengeksekusinya', 0.7330222725868225), ('mengeksekusi', 0.7308101654052734), ('menghasut', 0.725107729434967), ('memecat', 0.7250112295150757), ('berkhianat', 0.7198039293289185), ('bersekongkol', 0.7176570296287537)]"
5,menghalau,"[('menghadang', 0.83931964635849), ('melumpuhkan', 0.8091058731079102), ('menangkis', 0.7899478673934937), ('menyergap', 0.7822853922843933), ('mengusir', 0.778525173664093), ('menghabisi', 0.7690263390541077), ('menangkal', 0.7683030366897583), ('membasmi', 0.7545053362846375), ('menakuti', 0.7509607672691345), ('memusnahkan', 0.7504695057868958)]"
5,menyergap,"[('menghabisi', 0.7883389592170715), ('menghalau', 0.7822854518890381), ('mencegat', 0.7727682590484619), ('menghadang', 0.7697810530662537), ('melumpuhkan', 0.7638936638832092), ('menangkapnya', 0.7614203691482544), ('menggempur', 0.7314841151237488), ('menembaki', 0.7314807176589966), ('menjebak', 0.7306102514266968), ('menyerang', 0.7212260961532593)]"
5,menghadang,"[('menghalau', 0.8393194675445557), ('menghabisi', 0.7748151421546936), ('menyergap', 0.7697809338569641), ('melumpuhkan', 0.7503058910369873), ('menggempur', 0.7398590445518494), ('mencegat', 0.7341107726097107), ('menumpas', 0.729289174079895), ('mengintai', 0.7215375304222107), ('membasmi', 0.7082830667495728), ('menerobos', 0.707667887210846)]"
5,menangkis,"[('menghalau', 0.7899478673934937), ('menangkal', 0.7578084468841553), ('melumpuhkan', 0.7474497556686401), ('menahan', 0.698781430721283), ('menghadang', 0.6884734630584717), ('mematahkan', 0.6876574754714966), ('meredam', 0.679660975933075), ('menetralisir', 0.6783999800682068), ('membasmi', 0.6780451536178589), ('menyergap', 0.672956645488739)]"
5,membasmi,"[('memerangi', 0.7949954271316528), ('menumpas', 0.7914775013923645), ('memusnahkan', 0.7724072337150574), ('menghabisi', 0.7676408886909485), ('menghalau', 0.7545053958892822), ('memberantas', 0.7527343034744263), ('menangkal', 0.749775230884552), ('melenyapkan', 0.7434369325637817), ('melumpuhkan', 0.7410900592803955), ('menakuti', 0.7185136675834656)]"
5,memusnahkan,"[('melenyapkan', 0.8349581360816956), ('menghancurkan', 0.820684552192688), ('membinasakan', 0.8186281323432922), ('membasmi', 0.7724071145057678), ('menghabisi', 0.7694014310836792), ('menghalau', 0.7504696249961853), ('melumpuhkan', 0.7384907603263855), ('mengusir', 0.7036983370780945), ('menakuti', 0.6986029744148254), ('menangkal', 0.6951267719268799)]"
5,menetralisir,"[('menetralkan', 0.8203977942466736), ('menangkal', 0.7622190117835999), ('melumpuhkan', 0.7384129762649536), ('menghalau', 0.7179263234138489), ('meredam', 0.717247724533081), ('melunakkan', 0.7093234658241272), ('mengimbangi', 0.6986387372016907), ('menangkis', 0.678399920463562), ('memerangkap', 0.6635866165161133), ('memanipulasi', 0.6625381708145142)]"
5,menganiaya,"[('mengampuni', 0.7484986186027527), ('menyiksa', 0.739769458770752), ('mengkhianati', 0.7340074777603149), ('menyakiti', 0.727810800075531), ('menegur', 0.7142895460128784), ('memusuhi', 0.713647723197937), ('menghujat', 0.7106513977050781), ('menindas', 0.7008610367774963), ('menghina', 0.6959915161132812), ('mengucilkan', 0.6935152411460876)]"
5,mempermalukan,"[('mengkhianati', 0.7903289794921875), ('memfitnah', 0.750460147857666), ('menghina', 0.737830638885498), ('menyiksa', 0.7348307371139526), ('memojokkan', 0.7220726609230042), ('menipu', 0.7179735898971558), ('melecehkan', 0.7168961763381958), ('mencelakakan', 0.7129079103469849), ('menyesali', 0.7092064619064331), ('menyakiti', 0.7080840468406677)]"
5,menakuti,"[('menghabisi', 0.7706382274627686), ('menjebak', 0.7692806124687195), ('menghipnotis', 0.7670009136199951), ('menghalau', 0.7509607672691345), ('membangunkan', 0.7503173351287842), ('menipu', 0.7449042797088623), ('mengelabui', 0.7401939630508423), ('menakut', 0.7380053997039795), ('memburu', 0.7378184795379639), ('meneror', 0.7207289338111877)]"
5,memperkosa,"[('menculik', 0.8217517137527466), ('merayu', 0.8065944910049438), ('memerkosa', 0.7937222123146057), ('memperkosanya', 0.7633030414581299), ('memergoki', 0.721828281879425), ('mencelakai', 0.7186294198036194), ('membunuh', 0.7029209733009338), ('menyiksa', 0.7014113664627075), ('mengawini', 0.6953166127204895), ('mengerjai', 0.6927663087844849)]"
5,mempermainkan,"[('menggoda', 0.7657425999641418), ('menyakiti', 0.756980836391449), ('merayu', 0.7385720610618591), ('menertawakan', 0.7186473608016968), ('menipu', 0.7086925506591797), ('mengerjai', 0.7050768733024597), ('melampiaskan', 0.7012240886688232), ('menyiksa', 0.6992505192756653), ('mengejek', 0.6987910866737366), ('memarahi', 0.6850451827049255)]"
5,memfitnah,"[('mempermalukan', 0.7504602074623108), ('menghina', 0.7397559285163879), ('menyakiti', 0.7323119044303894), ('menipu', 0.7290276885032654), ('melecehkan', 0.7286584377288818), ('menghasut', 0.7220842242240906), ('mengkhianati', 0.7212256193161011), ('membelanya', 0.7047802209854126), ('memaafkan', 0.7026137113571167), ('menyiksa', 0.6988378167152405)]"
5,memaafkan,"[('melupakan', 0.7620283961296082), ('mengampuni', 0.7600373029708862), ('menolongnya', 0.756896436214447), ('membohongi', 0.7412700653076172), ('mencelakakan', 0.7402877807617188), ('menceraikan', 0.7367539405822754), ('mencelakai', 0.7310580015182495), ('memaafkannya', 0.7281641960144043), ('menyakiti', 0.7209342122077942), ('menyesal', 0.7177658677101135)]"
5,mencelakakan,"[('mencelakai', 0.8260563015937805), ('memaafkan', 0.7402878403663635), ('merayu', 0.7292642593383789), ('menyakiti', 0.7207536101341248), ('menyadarkan', 0.7205594182014465), ('mempermalukan', 0.7129079103469849), ('melenyapkan', 0.7095634341239929), ('menipu', 0.7094751000404358), ('mengkhianati', 0.7086049318313599), ('menolongnya', 0.7071896195411682)]"
5,memarahi,"[('memarahinya', 0.7905205488204956), ('menyesal', 0.7557520866394043), ('kesal', 0.7474263310432434), ('membencinya', 0.7469980120658875), ('menegur', 0.7436924576759338), ('dimarahi', 0.7395983338356018), ('jengkel', 0.7340899109840393), ('memaki', 0.7301274538040161), ('menyukainya', 0.7209898829460144), ('membenci', 0.7182028293609619)]"
5,membohongi,"[('memaafkan', 0.7412699460983276), ('berbaikan', 0.7224535942077637), ('bersandiwara', 0.7213327288627625), ('memaafkannya', 0.7203264832496643), ('berselingkuh', 0.7198404669761658), ('memarahi', 0.7118089199066162), ('menceraikannya', 0.7054122090339661), ('menyakitinya', 0.7013840079307556), ('menyeleweng', 0.6955912709236145), ('mencelakakan', 0.6955480575561523)]"
5,mengevakuasi,"[('dievakuasi', 0.7195802927017212), ('mendaratkan', 0.7165757417678833), ('mengungsikan', 0.7136925458908081), ('mengerahkan', 0.6980398893356323), ('mencegat', 0.6948228478431702), ('menembaki', 0.6943817734718323), ('menyergap', 0.6858977675437927), ('dikerahkan', 0.6778470873832703), ('menghabisi', 0.677371084690094), ('menyandera', 0.6764526963233948)]"
5,memukulinya,"[('memukulnya', 0.7151045203208923), ('memukuli', 0.7144770622253418), ('menembaknya', 0.6756231188774109), ('berteriak', 0.6575226783752441), ('mencekik', 0.6402461528778076), ('meninju', 0.639139711856842), ('menikamnya', 0.6342076063156128), ('memarahinya', 0.6322935819625854), ('menampar', 0.63084876537323), ('menusuknya', 0.6266734600067139)]"
5,berteriak,"[('teriak', 0.7707560062408447), ('menjerit', 0.76048344373703), ('tertawa', 0.7392447590827942), ('menangis', 0.7371628284454346), ('meneriakkan', 0.7273278832435608), ('gemetar', 0.7129188179969788), ('memukuli', 0.7102629542350769), ('berseru', 0.7076467871665955), ('mengejek', 0.7062822580337524), ('menampar', 0.7022713422775269)]"
5,merobek,"[('robek', 0.8160305619239807), ('menusuk', 0.7950660586357117), ('menggigit', 0.7863453030586243), ('menjilati', 0.7329826354980469), ('menebas', 0.722495436668396), ('tertusuk', 0.7205075025558472), ('memegangi', 0.7121119499206543), ('melubangi', 0.7105291485786438), ('menempelkan', 0.7060582637786865), ('dadanya', 0.7004790306091309)]"
5,mencium,"[('menggigit', 0.7700595259666443), ('menampar', 0.7514564990997314), ('menciumnya', 0.7231277227401733), ('mengusap', 0.706177294254303), ('gemetar', 0.7045289278030396), ('menghampiri', 0.7034913301467896), ('merobek', 0.6994149088859558), ('menusuk', 0.695396363735199), ('menjilati', 0.6929953694343567), ('mendekatinya', 0.6918036341667175)]"
5,menjilati,"[('menggigit', 0.7652044296264648), ('mengisap', 0.7387942671775818), ('merobek', 0.7329825758934021), ('mencukur', 0.7246731519699097), ('mengoyak', 0.7246462106704712), ('menyeka', 0.7161674499511719), ('membelai', 0.7149683833122253), ('menghisap', 0.7145998477935791), ('menggaruk', 0.7141671776771545), ('memijat', 0.7119899392127991)]"
5,menerkam,"[('menggigit', 0.7634209990501404), ('menunggangi', 0.6937044262886047), ('mengamuk', 0.6870278120040894), ('memburu', 0.6802493929862976), ('mengaum', 0.6729685068130493), ('menusuk', 0.6724209189414978), ('mangsanya', 0.6692098379135132), ('mengoyak', 0.6655287742614746), ('menyerangnya', 0.6576811075210571), ('memburunya', 0.6487072110176086)]"
5,mengigit,"[('menggigit', 0.7475919127464294), ('menjilati', 0.6575068831443787), ('menggaruk', 0.6537799835205078), ('mengelus', 0.6502904295921326), ('menjulurkan', 0.6417128443717957), ('memuntahkan', 0.6415703892707825), ('menghisap', 0.6361514329910278), ('merobek', 0.629616379737854), ('mengisap', 0.6280089616775513), ('mengoyak', 0.621931791305542)]"
